age,job,marital,education,housing,loan,contact,month,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,nr.employed,y
30,admin.,single,university.degree,yes,no,cellular,jun,107,1,999,0,nonexistent,-2.9,92.963,-40.8,5076.2,no
33,admin.,married,high.school,yes,no,cellular,aug,68,1,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
33,unemployed,single,unknown,no,no,cellular,jul,211,6,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
33,services,married,high.school,unknown,unknown,cellular,may,333,1,999,1,failure,-1.8,92.893,-46.2,5099.1,no
59,retired,married,basic.4y,yes,yes,cellular,aug,265,1,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
29,services,married,basic.9y,yes,no,telephone,may,94,3,999,0,nonexistent,1.1,93.994,-36.4,5191,no
36,admin.,married,high.school,no,no,telephone,may,369,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
41,admin.,single,unknown,yes,no,cellular,apr,464,2,999,0,nonexistent,-1.8,93.075,-47.1,5099.1,no
55,technician,married,basic.9y,no,no,telephone,jun,362,1,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
39,entrepreneur,married,professional.course,yes,no,cellular,nov,997,2,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
48,services,married,basic.6y,no,no,cellular,jul,69,6,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
56,admin.,married,university.degree,yes,no,cellular,jul,177,5,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
63,technician,married,unknown,yes,no,cellular,aug,173,1,999,0,nonexistent,-2.9,92.201,-31.4,5076.2,no
50,self-employed,married,basic.9y,no,no,cellular,may,287,1,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
42,blue-collar,married,basic.6y,yes,no,telephone,may,454,3,999,0,nonexistent,1.1,93.994,-36.4,5191,no
43,unemployed,married,university.degree,no,no,telephone,jun,114,1,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
32,admin.,married,university.degree,yes,yes,cellular,nov,51,1,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
28,blue-collar,single,basic.9y,no,no,cellular,apr,218,1,999,0,nonexistent,-1.8,93.075,-47.1,5099.1,no
26,blue-collar,married,professional.course,yes,no,cellular,may,649,2,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
24,admin.,single,high.school,yes,no,cellular,jul,470,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
38,blue-collar,divorced,unknown,no,no,telephone,jun,278,1,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
30,services,married,high.school,yes,no,cellular,nov,175,1,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
29,blue-collar,single,basic.4y,yes,no,cellular,may,13,9,999,1,failure,-1.8,92.893,-46.2,5099.1,no
56,management,married,university.degree,no,no,cellular,jul,442,2,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
36,blue-collar,single,basic.9y,yes,yes,telephone,jun,762,3,999,0,nonexistent,1.4,94.465,-41.8,5228.1,yes
33,admin.,married,high.school,yes,no,cellular,jul,88,4,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
47,services,married,unknown,no,no,telephone,may,262,2,999,0,nonexistent,1.1,93.994,-36.4,5191,no
50,housemaid,married,basic.4y,no,no,telephone,may,287,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
41,services,married,basic.9y,no,no,telephone,may,335,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
54,entrepreneur,divorced,unknown,no,yes,cellular,apr,461,2,999,1,failure,-1.8,93.075,-47.1,5099.1,no
32,blue-collar,married,basic.9y,unknown,unknown,telephone,apr,108,3,999,0,nonexistent,-1.8,93.075,-47.1,5099.1,no
38,admin.,single,university.degree,no,no,telephone,may,189,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
34,management,single,high.school,yes,yes,cellular,nov,201,2,6,1,success,-0.1,93.2,-42,5195.8,no
34,blue-collar,married,basic.9y,no,no,cellular,may,192,3,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
55,admin.,married,unknown,yes,yes,cellular,nov,591,3,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
31,self-employed,married,university.degree,no,no,cellular,aug,201,2,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
43,technician,married,professional.course,yes,no,telephone,may,225,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
59,unemployed,married,basic.4y,yes,no,cellular,jul,458,9,999,0,nonexistent,1.4,93.918,-42.7,5228.1,yes
53,technician,married,university.degree,unknown,unknown,cellular,apr,758,2,999,2,failure,-1.8,93.749,-34.6,5008.7,yes
56,unemployed,married,professional.course,no,no,cellular,sep,1551,1,999,2,failure,-3.4,92.379,-29.8,5017.5,no
32,entrepreneur,married,basic.9y,yes,no,telephone,jul,258,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
36,blue-collar,married,basic.9y,yes,no,cellular,jul,159,3,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
42,blue-collar,married,basic.9y,no,no,telephone,may,92,5,999,0,nonexistent,1.1,93.994,-36.4,5191,no
29,admin.,married,university.degree,yes,no,cellular,aug,209,2,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
33,services,married,high.school,no,no,cellular,nov,117,6,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
56,technician,married,unknown,no,no,telephone,jun,49,2,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
31,entrepreneur,divorced,high.school,yes,no,telephone,may,168,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
34,management,married,high.school,yes,no,cellular,nov,228,3,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
33,blue-collar,married,basic.4y,yes,no,telephone,jun,78,7,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
23,housemaid,single,basic.4y,no,yes,cellular,may,9,6,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
26,services,single,high.school,yes,yes,telephone,jul,11,3,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
55,management,married,university.degree,no,no,cellular,aug,106,6,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
47,services,divorced,basic.4y,yes,no,telephone,jun,60,6,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
36,blue-collar,married,professional.course,yes,no,telephone,jun,324,5,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
33,blue-collar,married,basic.6y,yes,yes,telephone,may,369,2,999,0,nonexistent,1.1,93.994,-36.4,5191,no
60,retired,married,basic.4y,yes,no,telephone,may,557,2,999,0,nonexistent,1.1,93.994,-36.4,5191,no
49,entrepreneur,married,university.degree,yes,no,telephone,may,142,2,999,0,nonexistent,1.1,93.994,-36.4,5191,no
35,admin.,married,high.school,unknown,unknown,telephone,may,35,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
47,admin.,divorced,high.school,no,no,cellular,jul,480,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
30,blue-collar,single,basic.9y,no,no,telephone,may,207,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
27,blue-collar,single,basic.9y,no,yes,telephone,jun,869,2,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
36,admin.,single,high.school,no,no,cellular,jul,259,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
46,services,divorced,high.school,no,no,cellular,may,222,3,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
30,entrepreneur,divorced,basic.6y,no,yes,cellular,may,149,1,999,1,failure,-1.8,92.893,-46.2,5099.1,no
88,retired,divorced,basic.4y,yes,yes,cellular,mar,82,2,999,0,nonexistent,-1.8,92.843,-50,5099.1,no
45,services,divorced,high.school,no,no,telephone,may,166,12,999,0,nonexistent,1.1,93.994,-36.4,5191,no
30,admin.,married,university.degree,yes,yes,cellular,apr,82,6,999,0,nonexistent,-1.8,93.075,-47.1,5099.1,no
43,technician,single,basic.9y,yes,no,telephone,jun,461,2,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
48,retired,married,basic.4y,yes,yes,telephone,jul,27,17,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
56,unemployed,divorced,university.degree,yes,no,telephone,may,98,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
42,technician,single,high.school,yes,no,telephone,may,617,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
30,technician,single,university.degree,yes,yes,cellular,jul,63,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
56,housemaid,divorced,basic.4y,yes,no,telephone,jun,77,5,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
35,technician,married,high.school,unknown,unknown,cellular,aug,61,2,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
39,services,single,high.school,no,no,telephone,may,206,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
49,unemployed,married,high.school,yes,no,telephone,may,96,1,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
30,admin.,married,university.degree,yes,no,cellular,may,129,2,999,1,failure,-1.8,92.893,-46.2,5099.1,no
39,admin.,married,university.degree,no,no,telephone,jun,979,9,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
32,technician,single,university.degree,yes,no,telephone,jul,119,2,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
59,admin.,divorced,high.school,no,yes,cellular,jul,630,3,999,0,nonexistent,1.4,93.918,-42.7,5228.1,yes
38,technician,married,high.school,unknown,unknown,cellular,aug,234,1,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
49,technician,married,professional.course,yes,no,cellular,jul,354,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
28,admin.,married,high.school,unknown,unknown,cellular,jul,502,3,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
39,technician,married,high.school,yes,no,cellular,may,451,4,3,1,success,-1.8,92.893,-46.2,5099.1,no
37,blue-collar,married,basic.6y,unknown,unknown,cellular,oct,93,1,999,0,nonexistent,-3.4,92.431,-26.9,5017.5,no
51,services,married,basic.9y,yes,no,telephone,jun,250,3,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
31,blue-collar,married,basic.4y,no,yes,telephone,may,241,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
59,technician,divorced,basic.9y,yes,no,cellular,jul,142,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
46,admin.,divorced,university.degree,yes,no,telephone,may,304,2,999,0,nonexistent,1.1,93.994,-36.4,5191,no
36,blue-collar,married,basic.9y,no,no,telephone,may,296,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
28,management,single,university.degree,no,no,telephone,jun,651,5,999,0,nonexistent,1.4,94.465,-41.8,5228.1,yes
31,admin.,married,university.degree,yes,no,telephone,may,102,4,999,0,nonexistent,1.1,93.994,-36.4,5191,no
26,services,single,high.school,yes,no,telephone,may,188,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
36,blue-collar,single,basic.9y,yes,no,cellular,jul,221,8,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
50,entrepreneur,married,university.degree,yes,no,cellular,nov,57,3,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
41,unemployed,married,basic.9y,yes,no,cellular,apr,263,1,999,0,nonexistent,-1.8,93.075,-47.1,5099.1,no
50,self-employed,married,professional.course,no,no,cellular,jul,73,7,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
32,blue-collar,single,high.school,no,yes,cellular,may,204,3,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
56,self-employed,married,university.degree,no,no,cellular,apr,83,3,999,1,failure,-1.8,93.075,-47.1,5099.1,no
42,admin.,married,high.school,yes,no,cellular,may,111,1,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
38,technician,married,professional.course,no,no,telephone,may,407,2,999,0,nonexistent,1.1,93.994,-36.4,5191,no
36,admin.,single,university.degree,no,no,telephone,may,12,5,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
45,blue-collar,married,basic.6y,yes,no,telephone,jun,134,8,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
52,retired,married,basic.4y,unknown,unknown,cellular,jul,143,4,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
55,technician,married,university.degree,no,no,telephone,jun,126,1,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
38,self-employed,single,university.degree,no,no,telephone,may,238,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
71,retired,married,basic.4y,yes,yes,cellular,oct,120,1,6,1,success,-3.4,92.431,-26.9,5017.5,no
22,services,single,basic.4y,no,no,telephone,may,91,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
30,admin.,single,university.degree,no,no,cellular,nov,331,2,999,0,nonexistent,-0.1,93.2,-42,5195.8,yes
78,retired,married,high.school,yes,no,cellular,may,754,2,3,2,failure,-1.8,92.893,-46.2,5099.1,no
30,admin.,divorced,university.degree,yes,no,cellular,nov,589,1,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
51,blue-collar,married,basic.6y,yes,no,cellular,apr,89,2,999,0,nonexistent,-1.8,93.075,-47.1,5099.1,no
35,management,divorced,university.degree,unknown,unknown,cellular,aug,123,3,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
26,student,single,unknown,yes,no,cellular,nov,92,2,999,0,nonexistent,-3.4,92.649,-30.1,5017.5,no
34,services,married,high.school,no,no,telephone,jun,9,14,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
49,management,married,university.degree,yes,no,cellular,aug,87,1,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
50,blue-collar,divorced,basic.4y,no,no,cellular,jul,150,5,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
51,entrepreneur,married,university.degree,no,no,telephone,may,98,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
57,retired,married,university.degree,yes,no,cellular,aug,187,1,999,1,failure,-2.9,92.201,-31.4,5076.2,no
33,admin.,divorced,university.degree,yes,no,cellular,nov,76,2,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
35,admin.,married,university.degree,no,no,telephone,may,41,3,999,0,nonexistent,1.1,93.994,-36.4,5191,no
37,admin.,single,high.school,no,no,cellular,jul,609,2,7,3,success,-1.7,94.215,-40.3,4991.6,yes
39,admin.,single,university.degree,yes,no,cellular,nov,514,1,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
39,services,married,high.school,no,no,telephone,may,919,2,999,0,nonexistent,1.1,93.994,-36.4,5191,no
20,student,single,high.school,no,no,cellular,nov,187,2,999,0,nonexistent,-3.4,92.649,-30.1,5017.5,no
55,blue-collar,married,professional.course,yes,no,telephone,may,530,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
27,student,single,professional.course,no,no,telephone,nov,72,1,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
33,admin.,married,high.school,no,no,cellular,jul,595,2,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
24,blue-collar,married,basic.9y,yes,no,telephone,may,226,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
39,management,married,university.degree,no,no,cellular,aug,168,1,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
55,blue-collar,married,basic.9y,yes,yes,cellular,aug,142,3,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
35,unknown,married,basic.9y,no,no,telephone,may,108,2,999,0,nonexistent,1.1,93.994,-36.4,5191,no
55,retired,divorced,basic.4y,no,no,cellular,may,526,4,999,1,failure,-1.8,92.893,-46.2,5099.1,yes
42,self-employed,married,high.school,no,no,telephone,may,83,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
50,self-employed,divorced,university.degree,no,no,cellular,nov,59,4,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
39,management,married,university.degree,yes,no,cellular,may,53,1,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
40,services,single,high.school,no,no,cellular,may,197,1,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
51,services,single,high.school,no,no,telephone,jun,329,3,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
59,retired,unknown,university.degree,no,no,telephone,may,253,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
54,technician,married,high.school,no,no,cellular,apr,58,3,999,2,failure,-1.8,93.075,-47.1,5099.1,no
42,management,married,university.degree,yes,no,cellular,aug,109,5,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
33,technician,divorced,professional.course,yes,yes,cellular,aug,679,1,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
26,admin.,single,basic.4y,yes,yes,telephone,jun,68,6,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
27,management,married,university.degree,no,no,cellular,apr,54,1,999,0,nonexistent,-1.8,93.075,-47.1,5099.1,no
30,technician,single,high.school,yes,no,cellular,aug,230,1,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
42,self-employed,married,high.school,yes,no,cellular,nov,77,3,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
53,unemployed,married,university.degree,unknown,unknown,cellular,nov,126,1,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
36,management,married,university.degree,unknown,unknown,cellular,sep,331,1,6,4,failure,-1.1,94.199,-37.5,4963.6,yes
29,management,single,university.degree,yes,no,cellular,aug,139,2,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
45,services,married,professional.course,unknown,unknown,cellular,aug,133,3,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
35,services,single,basic.9y,no,no,cellular,jul,102,5,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
33,blue-collar,married,high.school,yes,no,cellular,mar,494,1,999,0,nonexistent,-1.8,92.843,-50,5099.1,no
38,admin.,married,university.degree,yes,no,cellular,aug,19,11,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
29,blue-collar,married,basic.6y,no,yes,telephone,may,168,3,999,0,nonexistent,1.1,93.994,-36.4,5191,no
32,admin.,married,high.school,yes,yes,telephone,apr,24,1,999,2,failure,-1.8,93.075,-47.1,5099.1,no
34,technician,married,professional.course,unknown,unknown,cellular,may,35,3,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
36,blue-collar,married,high.school,yes,no,cellular,dec,234,1,999,0,nonexistent,-0.2,92.756,-45.9,5176.3,no
51,management,married,university.degree,no,no,telephone,jun,16,17,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
34,blue-collar,married,basic.4y,no,yes,telephone,may,23,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
50,technician,married,university.degree,yes,yes,cellular,sep,1353,2,999,0,nonexistent,-3.4,92.379,-29.8,5017.5,no
54,blue-collar,married,basic.4y,no,no,cellular,aug,65,6,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
53,management,married,university.degree,no,no,cellular,aug,88,4,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
52,blue-collar,married,high.school,no,no,cellular,may,57,1,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
71,retired,married,high.school,no,no,cellular,sep,363,1,999,0,nonexistent,-1.1,94.199,-37.5,4963.6,yes
52,retired,married,university.degree,yes,yes,telephone,nov,215,3,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
53,technician,married,professional.course,no,no,telephone,may,332,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
36,admin.,single,university.degree,yes,no,cellular,nov,287,2,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
43,admin.,married,high.school,yes,no,telephone,may,67,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
31,technician,single,professional.course,no,no,cellular,aug,122,2,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
58,admin.,single,university.degree,no,no,telephone,may,1234,3,999,0,nonexistent,1.1,93.994,-36.4,5191,yes
46,technician,married,university.degree,no,no,cellular,jul,124,3,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
38,blue-collar,married,basic.6y,no,no,cellular,jul,456,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
34,admin.,married,university.degree,no,no,cellular,may,329,1,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
37,services,married,high.school,yes,no,telephone,may,58,3,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
40,self-employed,single,university.degree,no,yes,cellular,jun,54,4,999,0,nonexistent,-2.9,92.963,-40.8,5076.2,no
42,blue-collar,divorced,high.school,no,no,telephone,jun,256,1,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
40,technician,single,high.school,no,no,cellular,aug,85,1,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
27,unemployed,married,high.school,yes,no,telephone,jun,23,13,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
57,unknown,married,unknown,yes,no,telephone,may,48,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
45,services,married,high.school,yes,no,cellular,apr,79,1,999,1,failure,-1.8,93.075,-47.1,5099.1,no
46,admin.,divorced,university.degree,yes,yes,cellular,nov,184,2,999,1,failure,-0.1,93.2,-42,5195.8,no
47,admin.,married,university.degree,yes,yes,cellular,jul,129,3,999,2,failure,-1.7,94.215,-40.3,4991.6,no
56,retired,married,basic.4y,no,no,cellular,aug,687,2,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
32,entrepreneur,married,high.school,yes,no,telephone,may,314,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
54,services,married,unknown,no,no,telephone,may,192,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
58,services,married,high.school,no,no,cellular,aug,155,5,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
30,admin.,married,university.degree,yes,no,cellular,aug,123,1,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
39,blue-collar,married,basic.6y,no,yes,cellular,jul,122,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
41,services,married,high.school,yes,no,cellular,nov,255,2,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
32,admin.,married,university.degree,yes,no,cellular,aug,428,4,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
32,services,married,high.school,no,no,telephone,may,181,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
29,management,single,university.degree,yes,yes,telephone,may,207,3,999,0,nonexistent,1.1,93.994,-36.4,5191,no
43,management,divorced,high.school,yes,no,cellular,nov,488,2,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
41,services,divorced,basic.9y,yes,no,telephone,may,189,3,999,0,nonexistent,1.1,93.994,-36.4,5191,no
30,admin.,married,university.degree,yes,no,telephone,may,355,2,999,0,nonexistent,1.1,93.994,-36.4,5191,no
28,services,married,high.school,unknown,unknown,cellular,jul,81,4,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
35,admin.,single,high.school,yes,no,cellular,nov,106,1,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
44,blue-collar,married,basic.6y,yes,no,telephone,sep,10,1,999,0,nonexistent,-1.1,94.199,-37.5,4963.6,no
25,blue-collar,married,high.school,yes,no,cellular,jul,94,4,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
47,blue-collar,married,basic.9y,yes,no,cellular,aug,118,1,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
32,unemployed,married,professional.course,yes,no,telephone,nov,486,1,999,0,nonexistent,-0.1,93.2,-42,5195.8,yes
26,student,single,high.school,no,no,cellular,jul,235,1,999,1,failure,-1.7,94.215,-40.3,4991.6,no
35,admin.,single,university.degree,yes,no,cellular,jul,167,2,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
34,blue-collar,married,basic.9y,no,no,telephone,jun,206,1,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
57,management,divorced,university.degree,yes,no,telephone,may,236,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
38,blue-collar,single,basic.6y,no,yes,cellular,may,42,1,999,1,failure,-1.8,92.893,-46.2,5099.1,no
33,admin.,single,high.school,yes,no,cellular,oct,61,2,6,2,failure,-3.4,92.431,-26.9,5017.5,no
32,admin.,married,high.school,no,no,cellular,nov,219,2,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
47,blue-collar,married,basic.4y,yes,yes,cellular,jul,114,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
34,blue-collar,single,basic.6y,no,no,cellular,may,204,2,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
36,admin.,single,high.school,yes,no,cellular,apr,413,2,999,0,nonexistent,-1.8,93.075,-47.1,5099.1,no
28,technician,single,professional.course,yes,no,cellular,may,77,1,999,1,failure,-1.8,92.893,-46.2,5099.1,no
72,retired,divorced,university.degree,no,no,cellular,aug,270,1,999,0,nonexistent,-2.9,92.201,-31.4,5076.2,no
27,services,single,basic.9y,yes,yes,cellular,jul,88,6,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
43,admin.,divorced,high.school,yes,yes,cellular,may,892,2,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
39,entrepreneur,single,university.degree,yes,no,cellular,may,452,1,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
27,admin.,single,university.degree,no,no,cellular,mar,238,4,999,0,nonexistent,-1.8,93.369,-34.8,5008.7,yes
35,admin.,single,university.degree,yes,no,cellular,may,614,1,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
34,technician,married,professional.course,no,no,cellular,aug,123,1,999,0,nonexistent,-2.9,92.201,-31.4,5076.2,no
36,services,married,high.school,yes,yes,telephone,jun,57,2,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
39,technician,married,high.school,no,no,cellular,nov,749,2,999,0,nonexistent,-0.1,93.2,-42,5195.8,yes
35,management,divorced,high.school,yes,no,telephone,jun,176,4,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
56,retired,married,basic.4y,no,no,cellular,nov,130,3,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
31,admin.,single,university.degree,yes,no,cellular,jul,1327,2,999,0,nonexistent,1.4,93.918,-42.7,5228.1,yes
31,services,single,high.school,yes,no,cellular,may,28,1,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
45,admin.,single,university.degree,no,no,cellular,nov,27,3,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
20,student,single,unknown,yes,yes,cellular,apr,47,2,999,0,nonexistent,-1.8,93.075,-47.1,5099.1,no
42,blue-collar,divorced,basic.9y,no,no,cellular,jul,111,3,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
39,admin.,married,university.degree,no,no,cellular,may,272,1,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
45,blue-collar,married,basic.4y,no,yes,telephone,jun,65,2,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
50,services,married,high.school,yes,no,cellular,aug,54,15,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
29,admin.,single,university.degree,no,no,telephone,jun,641,6,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
38,unknown,married,unknown,no,no,telephone,may,362,4,999,0,nonexistent,1.1,93.994,-36.4,5191,no
34,entrepreneur,married,basic.4y,yes,no,telephone,may,474,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
36,admin.,married,university.degree,no,no,cellular,jul,61,6,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
35,admin.,single,university.degree,no,no,telephone,may,234,13,999,0,nonexistent,1.1,93.994,-36.4,5191,no
41,technician,married,professional.course,no,no,telephone,may,677,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
42,admin.,single,university.degree,yes,no,telephone,may,87,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
39,technician,married,professional.course,yes,no,cellular,aug,247,1,4,1,success,-2.9,92.201,-31.4,5076.2,no
